id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30125696,Luxury apartment to yourself south Austin,50487386,Chelsea,,78748,30.16089,-97.79103,Entire home/apt,40,3,4,2019-05-27,0.08,2,0,0,
30128402,Rustic modern tiny house on the East Side,23153999,Anni,,78702,30.27943,-97.71497,Entire home/apt,132,2,184,2023-02-28,3.52,1,81,41,
30130905,Long Term Sublet Available Aug 16-Oct 15.,39774244,Jessika,,78758,30.39838,-97.70486,Entire home/apt,364,31,0,,,1,365,0,
30145361,SXSW Downtown Modern Private Decked Yard!,5192335,Belinda,,78741,30.21911,-97.72728,Entire home/apt,188,1,4,2023-03-14,0.08,2,254,1,
30160595,Downtown 40’s residence PRIME LOCATION,224519624,Steef,,78703,30.2814,-97.75568,Entire home/apt,250,1,11,2019-12-29,0.21,4,0,0,
30176018,Cute North Central Condo- Close to everything,227679816,Irene,,78757,30.3545,-97.73444,Entire home/apt,65,30,10,2023-01-05,0.21,1,228,3,
30184442,Stylish Mid-Century Modern Home,30374309,Kelly,,78723,30.30625,-97.66581,Entire home/apt,300,4,7,2019-10-13,0.14,1,0,0,
30198612,Private Retreat with Eight Cottages and Pool,226833445,The Wayback,,78733,30.31583,-97.87637,Hotel room,3350,2,2,2022-08-14,0.05,10,361,1,
30203165,Great Clarkesville home. 5-10 min walk to downtown,14710076,Sally,,78703,30.27641,-97.75478,Entire home/apt,1057,3,3,2019-10-20,0.06,2,281,0,
30234214,Savor the Treehouse Vibe at a Light-Filled Cherrywood Studio,4448210,Abby,,78722,30.29164,-97.71594,Entire home/apt,146,3,159,2023-02-26,3.51,1,0,37,
30244759,Home for an Art Lover,78072594,Seth,,78702,30.26744,-97.69747,Entire home/apt,100,30,83,2022-06-21,1.63,1,0,2,
30287319,East Austin Poolside Retreat,114822700,Megan,,78702,30.27313,-97.72193,Entire home/apt,140,2,136,2022-10-28,3.01,2,0,32,
30292788,Huge clean beauty near it all.,217956309,P,,78728,30.44949,-97.67248,Private room,89,1,0,,,1,0,0,
30306716,Love SOCO,178070,Erica,,78704,30.24276,-97.75345,Entire home/apt,54,90,2,2022-04-22,0.14,2,43,1,
30313956,Cottage #8 with onsite Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.31485,-97.87754,Entire home/apt,420,1,0,,,10,164,0,
30349751,Room now,209126152,Eliudy,,78729,30.44789,-97.77921,Private room,28,1,2,2018-12-16,0.04,1,0,0,
30352689,Central bungalow private outdoor space,227897859,Ed,,78757,30.36161,-97.7331,Entire home/apt,203,2,43,2022-10-24,0.87,1,0,4,
30370506,South Austin Private Bedroom (Full Bed),40406696,Michelle,,78748,30.16131,-97.8175,Private room,42,30,9,2022-09-17,0.19,2,235,3,
30394195,The SoCo House,776650,Matt,,78704,30.25064,-97.74953,Entire home/apt,125,31,7,2021-11-02,0.14,1,232,0,
30398941,Austin Single family home,1869865,Majed,,78747,30.15235,-97.78615,Entire home/apt,250,2,1,2019-03-14,0.02,1,0,0,
30414000,Sway in a Hammock at a House with Views of Lake Travis,3747974,Vahid,,78734,30.39397,-97.9173,Entire home/apt,500,2,85,2022-05-30,1.69,1,0,3,
30426003,Spacious studio on Barton Springs -Primetime SXSW,147385278,Anna,,78704,30.26413,-97.76486,Entire home/apt,125,2,6,2019-03-11,0.12,1,0,0,
30446884,Large remodeled eastside home 3 mi. from downtown,77084159,Alecia,,78741,30.23059,-97.69427,Private room,100,1,18,2021-10-24,0.36,1,0,0,
30459552,BlueNote@StElmo,204840257,Elizabeth,,78745,30.21801,-97.78231,Entire home/apt,200,30,31,2020-03-08,0.61,2,97,0,
30463029,"Spacious, Modern yet Cozy 3 Bedroom Ranch Home.",154503710,Christopher,,78753,30.381702888202902,-97.68055105394997,Entire home/apt,205,1,1,2023-03-13,1,1,163,1,
30470066,Zephyr House:  Hip Bungalow + Pool in East ATX,1186250,David,,78702,30.25417,-97.71156,Entire home/apt,650,2,11,2022-11-27,1.70,1,196,11,
30487591,Delphi Condominiums,187015641,Clare,,78705,30.28694,-97.73858,Private room,15,93,0,,,1,0,0,
30507836,"Private, Stylish and Clean Condo",5355334,Ava,,78736,30.24348,-97.89168,Entire home/apt,95,1,0,,,1,0,0,
30512857,Truman Capote’s City Escape,39194298,Brett,,78751,30.31399,-97.71827,Private room,50,1,2,2018-12-06,0.04,1,0,0,
30540254,Elevated Airstream in Walkable East Austin,3852522,Matt & Alex,,78702,30.26527,-97.72104,Entire home/apt,86,2,25,2023-03-10,0.48,1,141,24,
30562424,Cozy East Austin Retreat,11543921,Neil,,78721,30.27086,-97.6889,Entire home/apt,100,2,15,2020-02-24,0.30,1,0,0,
30562741,1 bed apartment next to ranch 99,78343357,Yingjun,,78757,30.33902,-97.71881,Entire home/apt,125,1,0,,,1,0,0,
30577487,Large Condo close to downtoiwn,41039423,Stephen,,78741,30.24063,-97.7338,Entire home/apt,149,2,34,2023-01-22,0.67,2,308,13,
30584275,South Congress Casa,59894416,James,,78704,30.2408,-97.74675,Entire home/apt,250,3,0,,,2,0,0,
30587239,Private Room + Bath in 2/2 Austin Condo w/ Pool,52972375,William,,78705,30.28985,-97.74946,Private room,189,28,54,2023-02-28,1.06,2,290,5,
30590449,My Glamping Room in South Austin,1873431,Vania,,78748,30.17949,-97.82291,Private room,36,30,43,2022-12-21,0.84,4,197,6,
30590667,"Hidden Gem 5 min to Downtown. Hot Tub, Fire pit",212460828,Tamara,,78741,30.24228,-97.73415,Entire home/apt,787,3,71,2023-03-12,1.48,1,152,16,
30591538,Stunning New Modern Farmhouse in Austin!,1911957,Ben,,78757,30.3369,-97.73732,Entire home/apt,274,2,11,2021-04-25,0.23,1,0,0,
30691457,"Fun Airstream Near Downtown, Lake, Venues & Trails",40416508,Betty,,78702,30.25082,-97.72686,Entire home/apt,155,2,144,2023-03-12,2.81,3,145,31,
30691704,Lake Travis Waterfront Retreat With Dock,272967180,Jen,,78734,30.40849,-97.91284,Entire home/apt,939,2,38,2023-03-05,0.87,3,238,5,
30694169,Lake Travis Waterfront Guesthouse with Dock,272967180,Jen,,78734,30.40824,-97.91493,Entire home/apt,209,1,134,2023-03-14,2.60,3,239,17,
30706599,Nice private bedroom near UT Austin,96262109,James,,78701,30.28322,-97.74773,Private room,38,7,1,2019-01-19,0.02,2,0,0,
30735077,Perfect Stay Near Downtown,13239716,Rashad,,78703,30.27466,-97.75413,Entire home/apt,90,2,3,2019-12-09,0.07,1,0,0,
30737494,B-Side Bungalow,7897050,Robert & Darlene,,78703,30.29441,-97.77737,Entire home/apt,204,2,49,2023-03-19,0.96,1,161,2,
30740060,Quiet/Peaceful South Austin  Home,106764854,Aj,,78749,30.20115,-97.84238,Private room,154,1,36,2023-01-01,0.70,1,3,4,
30747046,Private Room Near East Sixth,71377364,Suzzie,,78702,30.26666,-97.72468,Private room,75,2,7,2020-03-14,0.14,1,0,0,
30760932,Cottage #7 with onsite Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.3149,-97.87704,Entire home/apt,340,1,13,2022-09-05,0.25,10,164,3,
30764241,Cottage #6 with Onsite Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.31528,-97.87555,Private room,420,15,1,2020-06-22,0.03,10,166,0,
30821955,European Flair with a Rooftop Deck - Fancy Fierce Mullet!,118565935,Renters Club,,78703,30.28133,-97.76247,Entire home/apt,936,1,75,2022-12-05,1.48,77,319,4,
30855202,Comfortable Apartment North of Campus with Cat,134297974,Connor,,78705,30.30052,-97.73826,Entire home/apt,230,1,3,2019-03-11,0.06,2,0,0,
30886279,Private Studio in Southwest Austin w/Private entry,156051190,Daniel,,78745,30.22884,-97.79482,Entire home/apt,75,5,51,2022-03-15,0.99,1,40,0,
30903883,Riverside room for rent,99280329,Andrea,,78741,30.23034,-97.7422,Private room,30,1,5,2019-03-17,0.10,1,0,0,
30905012,Central East Side Compound,9983041,Fiore,,78721,30.26668,-97.68468,Entire home/apt,850,3,1,2021-10-25,0.06,3,173,0,
30913064,Discerning Ranch-Style Home with Grassy Backyard,192107757,Justin,,78728,30.44187,-97.68695,Entire home/apt,165,1,226,2023-03-05,4.39,1,227,52,
30937565,"3/3 House Perfect for SXSW, F1 or ACL",44541923,Stefan,,78744,30.19791,-97.73051,Entire home/apt,235,7,1,2019-03-17,0.02,2,0,0,
31001856,Stunning 1/1 Apartment in Downtown Austin,38610666,Simonas,,78704,30.25465,-97.74263,Entire home/apt,100,5,3,2019-06-27,0.06,1,0,0,
31005465,Studio SoCo,12952556,LeeAnn,,78704,30.22721,-97.75912,Entire home/apt,123,2,242,2023-03-06,4.72,1,159,48,
31014454,Cottage #1 with onsite Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.31521,-97.87736,Entire home/apt,460,1,6,2021-08-05,0.12,10,166,0,
31015780,Cottage #3 with Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.31527,-97.87521,Entire home/apt,340,1,5,2020-05-05,0.10,10,166,0,
31016886,Cottage #2 with onsite Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.31583,-97.87637,Entire home/apt,340,1,2,2020-08-12,0.05,10,173,0,
31019216,Cottage #4 with onsite Saltwater Pool and Cafe,226833445,The Wayback,,78733,30.31477,-97.87754,Entire home/apt,460,1,8,2022-04-28,0.16,10,164,1,
31039303,Cozy South Austin Studio,62452811,Aiko,,78744,30.19296,-97.7649,Entire home/apt,37,1,44,2019-11-23,0.85,3,0,0,
31039772,AAA - Austin's Awesome Airbnb. Hosts are Awesome!,215862346,Pamela,,78751,30.31077,-97.71225,Private room,66,2,37,2020-11-19,0.74,2,74,0,
31039810,Hill Country Mansion l Event Venue l Pool l Spa,169758891,Valerie,,78737,30.22858,-97.99095,Entire home/apt,724,1,139,2023-02-19,2.70,23,360,19,
31041676,Hip East-side Austin - Turn-key Loft Condo,6726378,Chad,,78702,30.27732,-97.70638,Entire home/apt,320,3,27,2022-03-21,0.53,1,364,1,
31066063,Private and Comfortable Room 1 - Come Home,66061222,Amin,,78727,30.42286,-97.68223,Private room,30,2,5,2019-03-17,0.10,3,0,0,
31066871,Private and Comfortable Room 2 - Come Home,66061222,Amin,,78727,30.42318,-97.68399,Private room,30,2,11,2019-04-09,0.21,3,0,0,
31068793,Private and Comfortable Room 3 - Come Home,66061222,Amin,,78727,30.42263,-97.68272,Private room,30,2,10,2019-04-07,0.20,3,0,0,
31078399,Cozy Room with Window Nook in Spacious Home,55313369,Katrina,,78749,30.20899,-97.84632,Private room,55,30,2,2020-03-17,0.05,2,83,0,
31087143,"Rose Cottage, Close in and Far Out",232260837,Patricia,,78757,30.33791,-97.72238,Entire home/apt,96,30,10,2023-03-05,0.21,1,335,5,
31106564,"8 Minutes To The Domain, 16 Minutes To Downtown",143208985,Hayder,,78758,30.36733,-97.69812,Private room,33,1,5,2019-02-20,0.10,1,0,0,
31117421,"Modern, efficient 1 bdrm overlooking downtown.",84502119,Abraham,,78741,30.2411,-97.72229,Entire home/apt,72,1,29,2019-06-08,0.57,1,0,0,
31122191,ATX Hill Country Hideaway l Heated Pool l Sleep 14,169758891,Valerie,,78737,30.22876,-97.99106,Entire home/apt,375,1,188,2023-03-11,3.67,23,357,29,
31122590,Soco Central House,18675398,Amy,,78704,30.24803,-97.75366,Entire home/apt,775,3,1,2019-02-22,0.02,2,364,0,
31128631,Middle of Mueller Townhome,66610690,Taylor,,78723,30.2983,-97.69927,Entire home/apt,150,1,0,,,1,0,0,
31145312,Trendy South Congress Treehouse Studio,27177317,Ashton,,78704,30.24865,-97.75241,Entire home/apt,241,2,131,2023-03-13,2.59,3,35,62,
31152586,Tranquilo East Austin - Modern home w/ a view,3589481,Farid,,78721,30.2743,-97.68292,Entire home/apt,99,3,85,2022-09-04,1.66,1,0,10,
31175547,Lakeshore Studio: Biking distance to Downtown,210966536,Kris,,78741,30.23855,-97.72316,Entire home/apt,54,1,17,2019-10-13,0.34,1,0,0,
31175588,The Mermaid House,97832348,Denise,,78702,30.26142,-97.70576,Entire home/apt,210,29,24,2022-08-04,0.49,1,18,3,
31232379,"Hip East Austin bungalow - walkable, clean, quiet",32981005,Alexandra,,78702,30.26484,-97.71677,Entire home/apt,564,30,0,,,1,73,0,
31255207,Entire clean 2/2 apartment in NW,40736461,Farzam,,78750,30.43807,-97.77962,Entire home/apt,70,28,25,2023-02-27,0.51,1,352,3,
31270775,South Austin retreat,20399110,Rahman,,78747,30.13139,-97.77428,Entire home/apt,175,31,17,2023-03-03,0.34,1,267,2,
31293486,Zen Treehouse Room,14366732,Kali,,78746,30.26016,-97.78644,Private room,70,1,3,2019-02-19,0.06,1,0,0,
31317807,Clean Comfortable Room So Close to Everything,138007575,Yoshi,,78704,30.23628,-97.74072,Private room,38,1,76,2020-03-01,1.50,1,0,0,
31333278,Peaceful South Austin Home,91979372,Kim,,78745,30.22541,-97.80322,Private room,34,30,64,2022-12-31,1.30,2,225,6,
31335403,South ATX quiet room.,89832297,Jesus,,78745,30.2096,-97.81532,Private room,33,20,53,2023-02-28,1.05,2,2,12,
31335767,Cute and Warm Apartment with Super Nice Pool,76859357,B'Lan,,78753,30.39879,-97.66244,Entire home/apt,130,1,3,2019-03-16,0.06,1,0,0,
31337958,Casita Holly: Your Corporate Cottage Getaway,234613053,Diana & Rolando,,78702,30.25629,-97.71604,Entire home/apt,293,2,89,2023-03-05,1.76,1,125,23,
31349822,Modern East Side Home 5 minutes from Downtown,74750365,Pete,,78702,30.27905,-97.70782,Entire home/apt,500,3,2,2019-04-14,0.04,1,0,0,
31352146,Cheerful 3-bedroom Condo with Patio and Garage,16702396,Nicole,,78745,30.18359,-97.78377,Entire home/apt,402,2,9,2023-02-19,1.29,1,351,9,
31382915,Bungalow Backhouse,968892,Robert,,78702,30.25788,-97.72989,Entire home/apt,215,3,126,2023-03-09,2.50,1,69,27,
31383448,Fun & Funky Condo in Austin by Lady Bird Lake!,1918269,Amanda,,78704,30.25701,-97.75096,Entire home/apt,120,30,1,2022-04-02,0.09,3,314,1,
31389486,Convenient SoCo Condo- 7 min walk to fun!,201399913,Kevin,,78704,30.25154,-97.74526,Entire home/apt,144,2,122,2023-03-07,2.41,1,11,43,
31390767,Perfect 1x1 for single guest or couple in N Austin,120136803,Amanda,,78729,30.46803,-97.78708,Entire home/apt,69,1,5,2019-05-19,0.10,1,0,0,
31410509,Comfortable Guest House - North Central Austin,12881572,Marie,,78759,30.37455,-97.74369,Entire home/apt,125,7,29,2023-02-05,0.63,1,173,10,
31416497,Comfy Retreat off Barton Springs Rd! Sleeps 16.,28698386,Aleshia,,78704,30.25625,-97.75664,Entire home/apt,1082,3,24,2023-03-15,3.04,1,124,24,
31433462,"Modern Gem House Near Zilker, South Lamar, Soco",235450287,Susie & Bill,,78704,30.24697,-97.76897,Entire home/apt,457,30,17,2019-06-24,0.34,1,0,0,
31447732,Chic 2BR Lakefront | Dock | Deck | W/D,143969022,Vacasa Texas,,78733,30.35439,-97.85958,Entire home/apt,459,2,61,2022-11-20,1.22,1,344,17,
31449098,"Downtown East Side! SXSW, COTA,  BBQ, 2 King Beds",171130468,Daniel,,78702,30.25488,-97.72436,Entire home/apt,245,2,122,2023-02-27,2.42,2,64,48,
31451418,"Nice, Clean, Quiet Home with Lots of Space",6984830,Stuart,,78729,30.47191,-97.77856,Entire home/apt,92,2,69,2023-03-05,1.36,1,170,16,
31459435,"Large Private Room in Austin, TX 78703",133012831,Sean,,78703,30.29004,-97.75373,Private room,45,1,9,2019-07-26,0.18,1,0,0,
31462834,South Austin - Private Room,40406696,Michelle,,78748,30.16167,-97.8171,Private room,36,30,8,2022-12-31,0.18,2,218,2,
31467534,Bailey Lane Bed & Coffee,4858014,Kimberly,,78756,30.30703,-97.74619,Entire home/apt,189,2,51,2022-11-20,1.01,1,320,11,
31485303,"SoCo house on quiet, charming street",166566095,Cary,,78704,30.2386,-97.7604,Entire home/apt,329,2,12,2022-10-24,0.25,1,49,3,
31494745,Escape @ Mount Bonnell,118565935,Renters Club,,78731,30.32295,-97.76924,Entire home/apt,1153,1,11,2022-10-24,0.23,77,337,3,
31494782,The 'Plex A - Quiet comfort. Space. Central Austin,206253157,Janet,,78746,30.27611,-97.80811,Entire home/apt,169,3,69,2023-03-04,1.40,3,81,22,
31517115,"Hip East Austin condo - Modern, spacious & clean",16977849,Andrew,,78702,30.27891,-97.7203,Entire home/apt,120,3,19,2021-06-22,0.39,1,0,0,
31530285,3 Bedroom House in Quiet East Austin Neighborhood,6273594,Allison,,78724,30.29225,-97.64561,Entire home/apt,264,1,57,2023-03-05,1.15,1,115,8,
31540011,LUXURY + SPACE:  DESIGNER HOME 5 MIN FROM DOWNTOWN,129600178,Ashley,,78703,30.30215,-97.77318,Entire home/apt,1795,4,1,2019-03-12,0.02,1,0,0,
31544027,Hill country duplex minutes from Lake Travis,176112292,Sandy,,78734,30.38136,-97.93938,Entire home/apt,102,21,48,2022-12-02,0.98,5,52,13,
31569991,"ATX Color at the Grove, tranquil and convenient.",22307232,Joanne,,78744,30.19778,-97.73101,Entire home/apt,300,31,27,2021-04-10,0.54,1,358,0,
31588625,Prime SXSW location  East Austin Farmhouse,1646196,Paula,,78702,30.26055,-97.73104,Entire home/apt,986,5,21,2019-08-10,0.44,1,0,0,
31609555,Bachelor(ette) Paradise | Heart of ATX | Sleeps 22,9796520,Preston,,78702,30.25772,-97.73552,Entire home/apt,772,3,86,2023-02-19,1.72,5,220,17,
31641404,"Fresh, cozy condo near the Domain",108744728,Shelly,,78758,30.40736,-97.70044,Entire home/apt,115,2,46,2022-09-11,0.91,1,0,1,
31661267,Artist Corner,209495182,Bridget,,78757,30.35021,-97.74766,Private room,42,32,29,2023-01-26,0.59,5,107,9,
31662665,Inner Space,209495182,Bridget,,78757,30.3503,-97.74813,Private room,51,32,0,,,5,0,0,
31674164,Studio half mile south of downtown Austin,65893687,Nathan,,78704,30.25494,-97.74679,Entire home/apt,190,2,1,2019-03-13,0.02,1,0,0,
31686518,*Summer Special* Dog-Friendly House Bouldin Creek,4995627,Lynn,,78704,30.24498,-97.7623,Entire home/apt,196,29,32,2023-03-01,0.64,3,297,11,
31697555,Austin condo with gorgeous view,162530035,Angela,,78730,30.35964,-97.79763,Entire home/apt,95,90,4,2022-09-01,0.08,1,320,1,
31709062,A wonderful Place to Call Home!,739362,Barbara,,78745,30.197,-97.77952,Private room,86,2,6,2023-03-15,0.13,6,19,2,
31712019,Chic North Loop Hideaway,388671,Megan,,78705,30.29458,-97.73107,Entire home/apt,110,2,4,2019-03-27,0.08,1,0,0,
31714130,Apartment Room Next to Nature Trail,44184639,Francisco,,78759,30.40957,-97.75231,Private room,75,1,0,,,1,0,0,
31716264,Holly Secret Get Away,75948178,Tommy,,78702,30.25285,-97.72003,Entire home/apt,165,28,18,2023-01-29,0.37,1,45,7,
31718325,"Austin Home with 3 BR, 2 BA Pet Stays for Free !",237924463,Guadalupe,,78758,30.41192,-97.69797,Entire home/apt,110,30,23,2023-02-27,0.47,3,110,7,
31718355,Modern Townhouse in the middle of ATX!,188577611,Rebecca,,78703,30.30448,-97.75682,Entire home/apt,268,3,8,2019-11-10,0.16,2,0,0,
31720615,Navy Diamond,237944789,Oscar,,78702,30.25285877546641,-97.71506542314808,Entire home/apt,275,1,0,,,1,176,0,
31732608,Old Austin Calm in SWATX,10345444,Amy,,78745,30.20841,-97.83289,Entire home/apt,211,2,10,2022-11-14,0.20,2,172,6,
31738385,Central East Austin Studio with Private Entrance,1396952,Hugo,,78702,30.26916,-97.72175,Entire home/apt,110,2,86,2023-03-15,1.74,1,44,28,
31765314,"Cozy, Bright Room in Townhouse in Heart of Austin",10179471,Frances,,78704,30.23981,-97.78107,Private room,114,2,62,2023-03-06,1.27,2,68,10,
31796544,Modern 1BR Condo | 5 Min to Downtown ATX | Parking,238284275,Samson And Melissa,,78741,30.23571,-97.72871,Entire home/apt,108,1,37,2023-03-04,2.09,1,101,26,
31799740,Convenient quiet bed&bath suite plus 2nd & 3rd BR.,22301412,Daniel,,78735,30.24573,-97.82655,Entire home/apt,120,2,2,2019-03-17,0.04,2,0,0,
31799926,Zilker Villa,118565935,Renters Club,,78704,30.26131,-97.76341,Entire home/apt,2123,1,1,2019-10-14,0.02,77,365,0,
31801664,Little pink house for you!,72939676,Lisa,,78703,30.28821,-97.75961,Entire home/apt,115,30,108,2022-05-31,2.21,1,11,2,
31803275,Entire Condo in DT Austin - 2 blocks to W 6th St!,163490577,Micah,,78703,30.27345,-97.75581,Entire home/apt,299,2,21,2023-02-26,0.42,1,3,4,
31821358,East Austin Getaway with Outdoor Space,68882937,Maggie,,78721,30.2708,-97.68705,Entire home/apt,166,2,4,2023-03-12,0.96,1,249,4,
31824498,"AAA, Austin’s Awesome
Airbnb. Hosts are
awesome!",215862346,Pamela,,78751,30.31237,-97.71524,Private room,60,2,1,2019-11-25,0.02,2,0,0,
31825683,Stylish South ATX Retreat,127048147,Chris & Shawn,,78745,30.20531,-97.79088,Entire home/apt,175,2,16,2020-01-19,0.33,2,0,0,
31834175,Tree-nestled East-side Casita-close to DT/Mueller!,23115917,Lauren,,78723,30.28553,-97.69606,Entire home/apt,64,1,29,2020-03-11,0.59,1,0,0,
31838560,"New 2BR Austin Home, Convenient, Comfy, Central",25768395,Monica,,78717,30.47976,-97.79048,Entire home/apt,123,1,68,2023-03-03,1.37,1,331,20,
31857957,Chic-Townhouse 3BR Minutes to DT | Fast Wi-Fi Parking,217106838,Ashlie,,78723,30.31308,-97.67719,Entire home/apt,202,2,196,2023-02-27,3.98,2,187,48,
31879919,East Austin l 4 BR l Sleeps 10 l Front Yard+Deck,132363022,Colin,,78702,30.27645,-97.70527,Entire home/apt,1104,3,12,2022-10-24,0.25,1,16,4,
31885404,Remodeled Atomic Ranch near Convention Center,97145305,Karley,,78741,30.23735,-97.736,Entire home/apt,365,3,2,2022-03-16,0.04,1,43,0,
31886844,Comfy space all to yourself! Minutes from Downtown,2471277,Allison,,78723,30.31881,-97.70298,Entire home/apt,77,1,21,2019-07-17,0.42,1,0,0,
31889479,Soco Condo,178070,Erica,,78704,30.24264,-97.75294,Entire home/apt,50,365,1,2020-11-03,0.03,2,365,0,
31903170,“La Casita” - 15 minutes from downtown/attractions,236065399,Victor & Toñita,,78748,30.15739,-97.80583,Private room,95,2,9,2021-06-27,0.18,1,67,0,
31903670,Comfortable and Close-In South Austin Pool Palace,239164630,Howard,,78704,30.23676,-97.77201,Entire home/apt,471,3,122,2022-12-27,2.48,2,147,32,
31915384,South Park Meadows Get Away!,146694200,Rodney,,78748,30.14992,-97.79415,Private room,45,2,1,2019-02-02,0.02,1,0,0,
31922895,Travis Heights Home,3684029,Dinero,,78704,30.2367,-97.74919,Private room,400,1,0,,,1,0,0,
31928633,Southeast guest unit for the traveling adventurer!,68898939,Ken,,78744,30.14754,-97.7179,Entire home/apt,203,2,28,2022-10-23,1.67,1,342,18,
31928824,Urban Micro-Farmstay Airstream,1794693,Jon & Hannah,,78702,30.28155,-97.70765,Entire home/apt,104,2,35,2023-03-05,0.72,1,338,24,
31929376,SXSW Smart Apartment: Walk to anything you need!,54494773,Collin,,78741,30.24146,-97.72474,Entire home/apt,305,3,2,2019-03-16,0.04,1,0,0,
31932888,"Cozy studio,great for 2-north univ/dwntn-book now!",171208055,Antonio,,78751,30.3036,-97.73624,Entire home/apt,79,1,50,2019-12-23,1.01,1,0,0,
31949649,The SoCo Stop,24384418,Melinda,,78704,30.24962,-97.74391,Entire home/apt,382,2,40,2023-03-13,0.82,2,198,15,
31949702,Stay only 3 blocks from Downtown Austin!,8835522,Dana,,78702,30.26977,-97.73036,Entire home/apt,450,2,99,2023-02-26,1.99,1,314,36,
31952235,Soco Mojo Urban Oasis,239521235,Aaron,,78704,30.23413,-97.76134,Entire home/apt,200,200,1,2019-02-17,0.02,1,0,0,
31953411,Historic Downtown Home with Private Pool - Thurgood!,118565935,Renters Club,,78701,30.2804,-97.74786,Entire home/apt,1071,1,59,2023-03-13,1.22,77,294,9,
31960953,Downtown Austin (5-10 min uber ride to SXSW),48184514,Kevin,,78741,30.2411,-97.72588,Entire home/apt,220,2,1,2019-01-31,0.02,1,0,0,
31962660,Eco-Modern Home in Central Austin near Mueller,14295947,Caroling,,78723,30.28606,-97.69673,Entire home/apt,355,3,2,2023-01-01,0.04,1,182,1,
31977380,Welcome to Casa Craig!,239746294,Jennifer And Nick,,78757,30.37017,-97.73589,Entire home/apt,160,30,8,2022-04-17,0.17,1,348,1,
31979707,Modern Hill Country Retreat,56140482,Lauren,,78738,30.28721,-98.05663,Entire home/apt,504,2,79,2023-02-27,1.62,1,146,18,
31987948,Lareina Oaks,38020589,Trey,,78745,30.2183,-97.77207,Entire home/apt,200,2,10,2020-02-16,0.20,1,0,0,
31993601,The Mexican Wind your own private little bungalow,147716058,Trish,,78734,30.38219,-97.93188,Entire home/apt,183,2,67,2023-03-05,1.35,5,170,20,
32015331,Austin Easy,171466046,George,,78741,30.22947,-97.73742,Private room,58,30,11,2019-08-28,0.23,1,179,0,
32019832,"South Austin Home for rent, SXSW 2019",108881215,Pamela,,78741,30.22363,-97.73417,Entire home/apt,300,3,0,,,1,0,0,
32037415,Central Austin-min to Downtown/SXSW/ACL/Formula-1,240198115,Nalini,,78751,30.31974,-97.72779,Entire home/apt,500,28,49,2022-05-22,0.99,2,335,4,
32046713,"Luxurious Cottage, Large Yard, Cozy Vibes",138398089,GuestSpaces,,78733,30.33635,-97.87372,Entire home/apt,468,2,40,2022-10-16,0.83,34,215,6,
32084736,Family-Friendly Home with Pool and Fast Wi-Fi,229395038,Jeanne,,78758,30.3668,-97.70036,Entire home/apt,228,4,45,2023-03-04,0.91,3,234,6,
32084809,Downtown Location - Spacious Condo,151964949,Lauren Elizabeth,,78701,30.26904,-97.73656,Entire home/apt,155,1,275,2023-01-01,5.50,2,38,73,
32085630,Experience Austin Glamping! - #SmartCamper,44887644,Chris,,78745,30.21179,-97.77496,Entire home/apt,95,15,14,2019-04-29,0.28,4,0,0,
32104799,Charming Bungalow for SXSW -- 3 BR -- Live it up!,18691883,Sam,,78705,30.29536,-97.72238,Entire home/apt,113,2,2,2019-03-17,0.04,1,0,0,
32106405,Modern 3 Bed 3 Bath w/ Private Yard,10522716,Adam,,78721,30.25771,-97.68292,Entire home/apt,385,2,18,2023-02-19,0.39,1,258,5,
32106693,Studio Condo in Heart of East Austin,240859100,John And Lynnette,,78702,30.26046,-97.72414,Entire home/apt,134,2,250,2023-02-26,5.09,1,48,56,
32111644,Vintage home near airport and downtown!,656651,Helen,,78741,30.23263,-97.70135,Private room,180,2,2,2020-03-12,0.04,3,0,0,
32111929,"Downtown Modern house, walk to Frank Erwin Center!",22968516,Syed,,78702,30.27547,-97.72926,Entire home/apt,829,2,143,2023-03-14,2.89,2,310,34,
32112839,Lake Austin Duplex,240908573,Kim,,78703,30.29375,-97.7781,Entire home/apt,135,1,9,2020-03-08,0.22,1,0,0,
32114428,"Little Miss Magic, it's all in the name",147716058,Trish,,78734,30.38344,-97.93313,Entire home/apt,149,2,103,2022-11-13,2.08,5,164,14,
32125293,A CLEAN & Elegant Private Suite by Domain 400 sf,20851570,Lindsey,,78727,30.42393,-97.72767,Entire home/apt,62,1,439,2023-02-26,9.56,37,49,81,
32139249,1BR Apartment in Luxury Lakeside Complex,41945087,Claude,,78741,30.24459,-97.72677,Entire home/apt,195,3,1,2019-03-15,0.02,1,0,0,
32140443,Luxury Condo Downtown,241125502,James,,78701,30.2652,-97.74753,Entire home/apt,213,2,1,2019-08-26,0.02,1,0,0,
